feature_id	Naive_WT_REP1	Naive_WT_REP2	D3_WT_REP1	D3_WT_REP2	D5_WT_REP1	D5_WT_REP2	D8_WT_TE_Exp2_REP1	D8_WT_TE_Exp2_REP2	D8_WT_TE_Exp2_REP3
Interval_28883	24	39	12	7	6	8	8	7	14
Interval_28898	10	14	5	4	10	6	2	6	3
Interval_28899	472	625	147	112	374	418	269	228	288
Interval_28919	2	6	74	50	19	14	2	3	1
Interval_28930	3	8	87	50	37	42	16	14	21
Interval_29003	22	38	93	56	25	24	1	2	9
Interval_29028	1	7	53	34	16	10	1	3	2
Interval_29059	13	12	20	12	9	14	4	3	5
Interval_29068	8	13	9	13	88	101	6	6	15
Interval_29070	68	79	128	96	74	83	15	20	24
Interval_29072	125	210	127	69	125	125	24	29	44
Interval_29089	15	28	12	9	21	24	13	6	13
Interval_29150	15	19	168	111	248	274	137	134	191
Interval_29164	472	632	182	125	300	372	215	235	341
Interval_29166	114	144	8	5	18	9	4	3	3
Interval_29198	499	690	150	106	338	402	209	232	289
Interval_29229	26	24	1	2	6	14	3	2	5
Interval_29240	132	178	20	18	28	41	10	8	8
Interval_29244	3	2	3	0	1	2	0	1	1
Interval_29295	1	4	0	1	1	1	0	0	1
Interval_29299	19	31	106	71	88	79	25	23	26
Interval_29399	4	6	65	38	107	61	5	15	11
Interval_29403	849	1058	472	292	966	927	353	382	479
Interval_29416	1	2	69	44	36	62	6	1	4
Interval_29426	16	27	79	52	61	49	1	5	1
Interval_29468	94	146	46	32	106	85	50	63	66
Interval_29484	75	104	163	103	199	174	29	34	40
Interval_29486	1152	1465	339	238	773	786	377	450	644
Interval_29496	1	6	2	1	4	6	1	0	0
Interval_29507	24	35	14	12	24	28	18	18	17
Interval_29525	420	523	182	123	498	576	220	235	307
Interval_29558	9	24	21	15	72	66	81	77	85
Interval_29573	460	676	176	102	441	435	236	244	330
Interval_29584	63	94	1	7	3	13	0	1	1
Interval_29614	238	336	39	23	350	373	223	247	347
Interval_29644	1833	2110	611	394	1749	1760	870	948	1279
Interval_29662	96	130	178	116	199	175	107	106	112
Interval_29666	35	45	186	107	179	206	79	114	122
Interval_29723	63	130	31	29	51	38	12	14	21
Interval_29749	18	37	24	10	46	33	19	20	36
Interval_29750	103	136	48	24	92	60	45	49	57
Interval_29762	2	1	11	5	1	1	0	0	0
Interval_29767	67	75	9	4	69	80	81	84	102
Interval_29768	355	445	133	85	317	368	147	143	196
Interval_29789	7	8	18	7	37	61	45	48	60
Interval_29843	55	112	20	13	49	49	28	36	41
Interval_29874	691	957	234	152	583	646	281	324	442
Interval_29878	19	31	12	8	27	18	8	12	13
Interval_29889	3	1	8	7	9	7	2	7	3
Interval_29924	71	93	6	2	5	10	2	1	9
Interval_29943	3	3	50	39	24	29	6	9	8
Interval_29952	8	10	16	15	139	154	69	60	92
Interval_30005	909	1162	390	273	997	976	480	503	731
Interval_30018	2	3	18	9	8	3	1	2	1
Interval_30057	2	5	5	7	0	1	0	1	0
Interval_30128	424	555	42	36	279	261	240	230	304
Interval_30163	2	4	1	1	1	1	1	0	2
Interval_30176	247	310	15	19	333	348	252	234	350
Interval_30177	270	343	10	4	16	29	15	17	9
Interval_30190	311	398	6	3	16	28	8	5	5
Interval_30243	195	251	98	65	206	239	100	109	141
Interval_30258	102	169	19	9	12	13	5	3	5
Interval_30265	18	33	13	5	9	15	7	7	13
Interval_30290	0	1	5	2	1	0	0	0	0
Interval_30294	3	3	109	59	6	2	0	1	2
Interval_30339	718	883	272	175	720	745	371	388	541
Interval_30357	19	34	8	7	25	27	7	2	6
Interval_30360	549	798	222	149	666	648	322	370	454
Interval_30365	1	2	2	3	1	0	0	0	0
Interval_30399	8	15	81	56	41	41	13	11	15
Interval_30408	1256	1546	395	266	1208	1240	544	619	998
Interval_30414	92	180	6	3	14	9	2	3	5
Interval_30473	317	379	40	38	69	96	73	60	102
Interval_30506	5	2	71	34	10	9	0	2	1
Interval_30510	3	9	99	62	44	27	8	7	3
Interval_30557	12	20	68	49	48	32	2	3	3
Interval_30561	33	54	47	16	46	35	11	11	9
Interval_30584	12	13	35	26	14	15	1	3	3
Interval_30682	473	640	280	162	954	950	389	416	552
Interval_30697	490	696	323	173	785	751	315	308	478
Interval_30723	3	6	4	4	45	60	21	21	24
Interval_30732	1574	1650	67	48	410	352	156	216	254
Interval_30746	32	49	24	24	36	34	20	20	17
Interval_30783	85	124	62	30	128	106	40	42	83
Interval_30803	1	4	70	41	11	11	2	2	1
Interval_30804	3	5	65	38	8	9	3	2	2
Interval_30829	268	334	0	2	89	87	83	91	80
Interval_30911	45	44	154	94	313	321	158	179	194
Interval_30977	21	23	4	2	1	5	1	1	1
Interval_30993	27	56	4	6	10	10	15	12	12
Interval_31014	111	161	11	8	37	59	20	16	20
Interval_31098	4	22	101	73	87	86	44	63	69
Interval_31108	20	43	133	66	142	139	38	55	58
Interval_31110	2	7	30	27	28	17	18	16	14
Interval_31153	5	4	248	145	21	12	4	2	3
Interval_31256	6	6	5	2	1	0	2	2	2
Interval_31272	19	21	141	80	118	138	109	85	110
Interval_31283	8	1	54	28	13	11	1	4	1
Interval_31316	3	7	41	19	13	11	3	1	2
Interval_31324	9	3	153	93	45	24	6	3	8
Interval_31339	10	11	40	24	6	12	1	1	2
Interval_31351	34	60	40	37	32	25	5	4	2
Interval_31358	6	16	207	143	209	154	21	24	18
Interval_31376	3	2	4	5	0	2	1	2	1
Interval_31381	4	7	159	93	23	18	4	5	4
Interval_31443	136	183	17	6	80	105	144	144	179
Interval_31473	11	10	60	30	35	21	9	13	9
Interval_31489	127	160	125	82	96	94	12	20	28
Interval_31521	676	959	316	190	661	667	315	359	592
Interval_31522	30	41	130	86	131	129	26	27	28
Interval_31559	564	736	239	150	602	601	386	393	544
Interval_31582	41	70	122	63	340	347	223	287	293
Interval_31595	132	195	43	30	113	128	61	66	85
Interval_31649	23	37	3	2	24	25	47	40	40
Interval_31669	12	23	11	4	22	19	14	18	13
Interval_31671	56	77	8	2	15	16	5	13	14
Interval_31684	29	34	5	2	10	2	3	3	5
Interval_31715	44	50	0	0	1	1	1	1	0
Interval_31740	0	3	70	32	3	2	0	0	1
Interval_31811	32	40	16	9	21	31	15	8	15
Interval_31827	1	6	70	34	18	14	4	5	4
Interval_31868	13	32	185	104	23	18	17	13	25
Interval_31892	2	6	62	39	1	3	2	0	1
Interval_31912	16	33	1	0	4	4	0	2	0
Interval_31939	0	4	45	29	10	2	0	0	0
Interval_31943	1	3	35	24	8	2	0	2	1
Interval_31946	4	16	117	77	79	53	10	11	16
Interval_31954	46	56	127	76	55	38	7	16	21
Interval_31960	1	5	161	121	57	46	5	2	7
Interval_31962	181	274	71	40	140	146	85	81	109
Interval_31963	117	217	85	48	115	136	59	58	64
Interval_31972	797	1084	375	252	727	724	474	520	580
Interval_31975	685	1036	494	279	916	950	568	642	752
Interval_32003	33	40	87	57	36	31	13	10	15
Interval_32019	25	46	123	59	39	34	5	5	5
Interval_32040	0	1	32	18	6	10	2	8	2
Interval_32061	29	35	254	157	47	57	27	32	60
Interval_32188	61	84	11	5	11	10	5	7	3
Interval_32214	190	283	36	24	41	43	11	21	30
Interval_32269	6	9	62	34	11	12	2	2	6
Interval_32280	9	3	131	92	31	26	7	4	3
Interval_32281	3	5	78	55	56	36	8	2	8
Interval_32336	51	85	6	3	2	3	0	0	1
Interval_32346	45	102	49	26	4	4	0	0	0
Interval_32369	1	5	43	32	11	9	3	2	4
Interval_32376	15	14	59	38	4	3	0	1	1
Interval_32396	1	4	230	108	42	23	9	7	2
Interval_32403	119	134	54	40	126	110	60	59	71
Interval_32454	1	4	85	42	21	15	0	4	3
Interval_32484	2	0	54	30	10	6	0	1	0
Interval_32509	9	13	97	63	172	149	49	53	38
Interval_32511	9	18	69	43	131	151	36	46	57
Interval_32523	18	15	79	33	53	42	12	9	21
Interval_32524	412	499	125	89	523	537	229	315	349
Interval_32576	73	98	10	7	18	18	1	0	1
Interval_32583	8	21	43	26	21	15	2	3	0
Interval_32593	48	79	57	54	80	77	6	11	17
Interval_32656	6	3	21	8	154	144	99	93	102
Interval_32659	14	19	392	271	443	410	75	81	90
Interval_32660	79	125	186	133	722	706	440	432	585
Interval_32673	25	54	316	194	1082	1009	376	449	556
Interval_32676	16	27	363	216	662	608	198	216	266
Interval_32705	173	213	51	29	51	55	28	29	24
Interval_32715	47	86	22	18	32	40	24	25	22
Interval_32818	13	21	85	44	26	27	9	14	16
Interval_32822	5	2	143	66	4	3	2	0	0
Interval_32823	7	5	86	42	2	0	0	2	0
Interval_32842	4	12	383	199	84	56	3	7	3
Interval_32853	34	56	13	5	22	30	7	8	9
Interval_32901	1	4	66	35	9	14	0	0	1
Interval_32902	4	7	98	60	10	7	0	1	6
Interval_32937	7	10	19	25	15	19	9	13	13
Interval_32940	4	20	50	26	7	15	6	5	11
Interval_32950	4	10	43	37	7	8	3	2	1
Interval_32957	16	32	332	190	70	76	9	13	17
Interval_32967	20	47	199	114	325	278	60	42	65
Interval_32999	531	646	221	127	582	616	273	319	463
Interval_33030	15	22	4	8	195	224	252	237	300
Interval_33061	14	46	19	4	13	12	5	4	17
Interval_33107	6	7	6	4	48	72	63	79	77
Interval_33122	14	30	68	41	19	14	6	8	3
Interval_33147	53	95	34	19	71	75	35	36	48
Interval_33182	70	98	18	15	38	58	30	21	36
Interval_33200	11	15	198	136	213	212	9	12	12
Interval_33226	44	73	30	14	54	65	28	27	45
Interval_33228	31	51	151	97	285	263	123	142	145
Interval_33257	5	1	29	21	9	8	2	2	2
Interval_33263	10	13	46	32	14	26	3	3	8
Interval_33275	29	48	12	10	40	52	16	20	18
Interval_33279	396	539	136	85	333	307	142	175	237
Interval_33282	14	14	53	27	12	13	3	0	5
Interval_33288	55	75	35	31	79	92	27	43	40
Interval_33293	34	70	22	14	50	53	28	30	27
Interval_33294	4	6	29	28	18	12	1	7	3
Interval_33310	13	13	15	3	12	16	10	9	4
Interval_33314	3	11	86	45	17	8	1	0	1
Interval_33320	125	188	419	253	254	221	22	24	30
Interval_33321	22	44	111	77	95	94	7	1	4
Interval_33367	75	149	8	12	11	8	5	5	5
Interval_33437	36	58	4	4	1	2	2	1	5
Interval_33508	13	28	18	6	17	22	5	8	20
Interval_33536	0	0	2	1	1	3	0	2	0
Interval_33543	0	7	1	5	12	18	11	5	13
Interval_33558	8	15	7	9	22	12	5	8	10
Interval_33586	43	83	124	93	428	438	183	179	213
Interval_33587	10	14	63	49	38	31	6	12	22
Interval_33613	3	8	50	24	34	31	4	6	7
Interval_33628	9	8	197	126	155	145	20	33	21
Interval_33646	144	182	57	29	28	23	7	7	16
Interval_33650	203	279	3	7	18	15	5	2	4
Interval_33652	43	72	7	8	5	20	4	4	10
Interval_33662	32	59	18	4	36	42	14	12	16
Interval_33809	42	69	163	84	75	54	9	11	18
Interval_33846	1	2	34	28	15	12	0	4	4
Interval_33939	17	38	105	64	170	142	34	48	58
Interval_33957	327	399	189	101	483	448	204	234	318
Interval_33969	144	193	57	31	167	147	106	90	108
Interval_33973	5	1	10	7	8	8	1	0	0
Interval_33978	1067	1504	459	316	1032	1081	533	556	745
Interval_34022	161	189	7	4	6	4	2	0	4
Interval_34033	3	6	6	4	3	3	1	4	1
Interval_34069	205	253	23	15	27	20	4	7	7
Interval_34106	11	17	51	34	26	25	6	12	9
Interval_34107	3	2	77	35	34	26	11	15	7
Interval_34112	1	3	83	51	14	17	1	1	0
Interval_34119	51	59	559	325	661	637	134	166	217
Interval_34126	9	16	164	74	87	57	10	13	18
Interval_34132	93	154	75	48	131	132	77	82	131
Interval_34136	35	40	52	40	282	250	119	101	119
Interval_34189	17	29	12	8	25	25	90	80	118
Interval_34194	27	22	5	5	15	20	5	9	12
Interval_34278	10	10	96	81	83	92	21	27	14
Interval_34298	3	2	2	2	5	5	2	0	1
Interval_34331	13	22	8	8	14	16	5	12	4
Interval_34334	89	127	25	19	74	55	39	47	47
Interval_34401	130	193	27	19	21	29	5	11	4
Interval_34518	196	285	29	20	293	302	316	267	310
Interval_34520	125	199	58	48	111	153	59	72	96
Interval_34527	140	194	34	22	60	92	28	38	48
Interval_34576	13	8	93	75	7	5	3	2	2
Interval_34584	9	14	4	2	3	5	2	3	3
Interval_34599	293	378	64	42	193	196	111	105	126
Interval_34610	418	564	140	85	312	324	223	234	284
Interval_34621	4	26	83	49	84	45	24	26	28
Interval_34640	7	7	163	102	57	47	6	4	3
Interval_34642	16	16	63	33	201	178	82	83	97
Interval_34643	1	2	30	21	17	11	2	2	1
Interval_34652	450	629	208	117	577	609	298	294	435
Interval_34705	3	11	12	5	4	5	1	4	1
Interval_34718	22	35	108	76	28	30	5	5	4
Interval_34719	693	1065	288	173	553	569	315	382	435
Interval_34728	9	12	20	15	82	73	110	111	108
Interval_34770	1480	1865	599	422	1689	1685	981	999	1467
Interval_34771	818	907	283	196	863	858	427	490	625
Interval_34785	152	203	7	4	11	15	19	29	17
Interval_34834	9	6	30	36	6	6	0	1	2
Interval_34851	511	669	162	100	457	509	196	232	274
Interval_34860	310	452	108	61	232	263	153	149	198
Interval_34867	385	501	94	58	198	231	122	142	153
Interval_34875	2	3	3	2	9	7	3	4	1
Interval_34975	364	472	189	125	354	365	164	198	226
Interval_34985	379	570	170	110	350	386	146	166	252
Interval_34995	1890	2252	83	60	386	360	135	189	266
Interval_34996	331	462	13	5	19	28	11	10	13
Interval_35025	19	44	11	7	14	14	11	14	13
Interval_35074	32	28	10	9	25	24	23	16	22
Interval_35090	705	974	272	186	681	689	456	515	612
Interval_35097	71	73	0	0	0	1	0	1	1
Interval_35125	12	33	8	5	7	11	12	11	6
Interval_35205	5	1	45	30	62	64	38	33	38
Interval_35214	16	20	10	6	26	26	6	12	9
Interval_35221	2	4	13	11	11	4	0	1	0
Interval_35257	19	24	6	4	12	14	2	5	10
Interval_35301	481	658	91	62	573	663	523	474	591
Interval_35304	15	16	1	1	9	7	6	7	5
Interval_35345	0	2	66	35	5	4	1	2	2
Interval_35395	16	11	82	55	26	24	10	5	4
Interval_35522	2	1	14	13	2	4	1	2	1
Interval_35584	7	6	72	37	41	38	16	9	13
Interval_35603	38	51	23	9	23	35	9	23	16
Interval_35611	4	4	73	58	57	69	2	7	3
Interval_35632	30	56	20	9	53	55	36	29	33
Interval_35642	5	5	12	5	3	2	0	0	1
Interval_35655	11	12	33	21	4	8	3	0	1
Interval_35700	23	31	62	40	134	141	89	112	133
Interval_35710	2	6	1	2	4	2	1	3	2
Interval_35748	17	18	8	2	5	8	1	2	2
Interval_35767	885	1088	198	120	767	735	389	401	595
Interval_35774	237	313	455	274	1446	1494	604	676	978
Interval_35783	1	4	14	10	10	7	0	2	2
Interval_35787	64	96	38	19	41	55	20	26	38
Interval_35887	5	11	3	7	36	39	59	51	76
Interval_35890	223	318	17	6	65	69	51	40	69
Interval_35935	16	45	11	6	10	14	4	8	6
Interval_35938	6	6	50	32	43	35	9	14	11
Interval_35958	0	2	0	2	17	7	6	8	4
Interval_35963	21	18	30	22	142	156	40	46	55
Interval_35976	520	686	286	171	553	604	295	308	500
Interval_35979	54	74	146	99	370	329	191	242	261
Interval_35983	328	482	218	137	442	454	159	198	344
Interval_36005	21	34	38	16	66	86	106	104	105
Interval_36016	4	0	60	52	3	3	0	1	0
Interval_36159	564	766	104	57	700	703	520	659	766
Interval_36182	2	9	10	5	2	3	0	2	1
Interval_36208	1	3	50	23	43	54	14	14	10
Interval_36241	575	776	206	122	435	535	262	253	365
Interval_36282	134	222	50	27	128	129	86	75	104
Interval_36317	66	105	53	36	121	117	37	27	43
Interval_36319	2	5	69	37	8	18	1	4	1
Interval_36330	392	651	159	103	260	358	163	173	206
Interval_36337	2	2	58	55	31	10	5	6	1
Interval_36346	179	210	58	35	38	27	7	13	10
Interval_36386	336	429	51	19	41	42	11	19	17
Interval_36581	178	225	36	24	85	88	45	51	48
Interval_36587	15	12	21	16	8	11	0	2	3
Interval_36727	165	207	15	2	12	9	1	2	0
Interval_36737	15	20	24	21	40	56	48	46	48
Interval_36751	247	292	25	18	74	83	9	19	16
Interval_36762	32	60	158	79	597	642	293	366	467
Interval_36779	4	6	26	13	19	26	1	1	0
Interval_36782	419	563	170	102	399	420	147	219	261
Interval_36806	661	855	187	141	566	609	274	311	417
Interval_36840	223	333	88	48	196	184	126	124	186
Interval_36843	20	36	103	45	157	186	135	137	179
Interval_36855	8	7	79	37	214	189	150	158	170
Interval_36869	4	4	36	16	218	238	119	133	175
Interval_36879	10	14	35	20	133	153	152	147	219
Interval_36913	19	38	119	79	52	49	20	16	20
Interval_36934	1	4	0	0	4	3	1	2	1
Interval_36960	190	204	27	8	44	34	11	17	8
Interval_36983	20	35	6	2	36	17	13	10	12
Interval_36995	170	268	115	76	364	402	268	269	348
Interval_37004	91	105	47	15	62	68	28	35	40
Interval_37048	11	12	6	3	12	16	13	8	12
Interval_37110	8	8	8	7	28	19	9	11	6
Interval_37126	395	525	230	128	443	466	254	294	397
Interval_37135	518	744	680	383	168	153	124	127	156
Interval_37211	30	69	3	6	30	26	13	14	6
Interval_37215	4100	4915	385	519	518	686	2825	3503	2319
Interval_37228	278	368	119	75	253	243	191	178	248
Interval_37282	94	145	14	11	4	10	1	3	4
Interval_37293	9	19	33	22	10	10	3	2	1
Interval_37297	33	40	7	3	4	5	0	4	3
Interval_37315	474	659	216	111	499	542	311	292	418
Interval_37324	239	269	9	3	27	34	13	16	15
Interval_37370	59	93	2	3	6	3	3	1	1
Interval_37375	118	161	5	10	5	6	1	0	1
Interval_37378	63	107	4	2	0	5	1	2	0
Interval_37401	45	52	20	17	64	58	50	47	56
Interval_37422	43	61	22	10	64	82	45	33	53
Interval_37437	19	29	59	35	7	2	3	1	2
Interval_37539	2	5	11	4	5	3	1	1	4
Interval_37548	3	10	252	145	177	164	9	8	11
Interval_37553	41	81	23	18	29	42	20	26	20
Interval_37576	180	274	92	58	151	173	62	72	94
Interval_37585	1	0	3	3	2	1	0	0	0
Interval_37596	3	16	17	18	8	4	2	3	2
Interval_37732	2	7	31	19	101	112	66	41	91
Interval_37734	17	29	84	54	288	215	102	128	155
Interval_37755	8	33	6	1	8	10	15	10	3
Interval_37835	5	3	133	93	6	3	1	2	3
Interval_37845	2	4	113	75	8	10	1	1	0
Interval_37949	3	6	47	35	10	10	2	2	1
Interval_38078	13	10	9	9	148	160	233	258	246
Interval_38112	9	14	110	65	99	92	151	157	149
Interval_38118	849	1028	307	181	755	834	461	465	697
Interval_38164	30	29	26	22	81	96	90	135	118
Interval_38227	2	2	44	39	44	26	24	25	18
Interval_38228	6	6	129	81	125	76	40	71	70
Interval_38233	5	7	25	16	3	1	1	1	0
Interval_38234	143	272	57	42	42	33	5	5	8
Interval_38297	57	78	3	3	6	4	0	1	1
Interval_38317	611	876	271	146	556	568	260	302	387
Interval_38342	376	512	151	90	385	374	132	162	222
Interval_38354	13	23	13	5	10	20	13	15	11
Interval_38373	304	393	6	7	24	35	7	5	6
Interval_38389	61	78	1	4	9	11	3	8	2
Interval_38395	400	501	10	8	65	70	2	5	8
Interval_38506	641	592	210	135	550	600	229	215	372
Interval_38521	13	16	6	13	11	20	12	8	15
Interval_38534	18	23	12	5	13	16	5	10	8
Interval_38608	122	213	9	5	20	29	9	12	13
Interval_38610	309	384	15	5	131	138	58	82	94
Interval_38622	986	1250	355	233	991	1019	594	565	763
Interval_38628	3	1	47	28	19	32	1	2	4
Interval_38711	469	636	238	145	535	552	237	235	359
Interval_38757	220	320	101	56	57	78	12	19	22
Interval_38763	30	44	145	86	70	33	10	6	14
Interval_38769	219	375	45	26	50	48	23	20	26
Interval_38776	31	66	170	81	85	75	25	25	38
Interval_38805	5	13	9	7	74	95	80	89	113
Interval_38819	4	3	4	4	28	45	54	63	68
Interval_38832	14	17	43	22	9	12	1	1	2
Interval_38849	232	326	101	87	208	243	67	69	132
Interval_38868	534	635	99	61	128	171	16	21	19
Interval_38871	63	93	22	7	9	8	1	3	1
Interval_38875	4	19	1	0	1	1	0	0	1
Interval_38893	0	6	5	5	3	4	0	1	1
Interval_38907	5	9	39	27	4	5	5	3	1
Interval_38959	4	7	51	48	42	40	32	25	38
Interval_38978	0	1	16	15	1	0	0	0	0
Interval_39016	170	307	82	60	74	92	18	28	38
Interval_39024	75	101	31	21	200	247	249	247	312
Interval_39026	8	3	11	6	0	3	1	1	0
Interval_39031	13	19	51	46	29	26	7	7	9
Interval_39036	410	581	172	105	413	449	290	259	281
Interval_39046	612	839	225	138	547	546	271	308	357
Interval_39063	5	3	96	48	47	34	22	9	21
Interval_39064	42	52	78	44	45	33	6	11	8
Interval_39113	49	74	22	12	33	30	17	21	19
Interval_39178	31	45	12	9	32	24	18	8	17
Interval_39196	66	104	25	23	71	80	24	30	41
Interval_39227	21	33	140	86	90	92	8	19	21
Interval_39228	106	147	54	24	84	98	51	37	65
Interval_39235	111	157	55	38	98	105	97	91	88
Interval_39256	29	34	20	9	25	28	12	17	21
Interval_39277	34	51	0	2	75	87	61	71	81
Interval_39311	48	81	59	23	99	101	74	80	112
Interval_39335	127	163	41	23	112	114	58	49	88
Interval_39394	87	146	66	29	106	99	59	72	116
Interval_39400	3	8	8	3	4	10	3	1	2
Interval_39462	175	303	92	46	169	177	94	94	146
Interval_39490	11	28	10	5	17	9	6	3	7
Interval_39504	20	29	4	4	2	4	1	2	1
Interval_39524	20	27	6	4	19	22	9	9	14
Interval_39579	2	9	44	31	13	13	3	1	1
Interval_39584	92	133	51	25	103	100	40	60	65
Interval_39651	280	400	110	67	199	268	104	119	166
Interval_39665	154	203	3	3	4	4	0	0	0
Interval_39720	238	314	16	14	44	45	16	19	24
Interval_39788	3	8	90	54	16	13	2	1	0
Interval_39791	407	562	10	4	26	34	8	9	10
Interval_39793	23	32	2	3	2	8	1	2	5
Interval_39799	4	14	103	54	6	7	0	3	3
Interval_39802	119	142	70	37	117	142	74	78	86
Interval_39877	0	3	14	6	3	0	0	1	0
Interval_39905	85	102	30	24	60	60	42	40	38
Interval_39945	84	123	35	20	82	101	47	40	79
Interval_39949	40	73	13	13	24	32	25	16	19
Interval_40015	10	10	36	26	57	43	40	44	53
Interval_40021	3	1	44	29	9	11	0	2	1
Interval_40048	9	13	17	12	15	19	3	5	3
Interval_40063	9	17	137	76	208	176	24	42	34
Interval_40065	21	29	9	6	31	27	7	11	17
Interval_40187	108	161	72	38	152	175	59	106	128
Interval_40248	162	184	2	2	5	3	0	1	1
Interval_40267	30	57	122	99	209	212	36	42	47
Interval_40278	4	3	132	63	64	47	2	3	0
Interval_40336	78	112	24	20	150	175	214	221	270
Interval_40342	31	41	115	71	103	83	20	24	39
Interval_40350	37	44	81	47	62	51	7	7	12
Interval_40381	42	60	15	10	35	52	33	26	35
Interval_40383	24	43	12	5	23	20	7	10	25
Interval_40391	108	151	36	19	67	100	45	44	56
Interval_40405	16	16	39	8	7	11	5	2	5
Interval_40485	9	11	32	21	149	147	165	187	205
Interval_40502	1	3	106	54	8	3	2	3	3
Interval_40528	38	53	16	9	30	35	14	14	15
Interval_40536	2	6	34	29	10	9	2	2	4
Interval_40561	5	8	59	23	39	25	12	13	11
Interval_40591	242	302	18	6	29	23	11	10	15
Interval_40610	6	11	55	33	29	11	16	8	11
Interval_40633	8	12	7	7	20	25	23	22	29
Interval_40661	36	55	17	14	97	95	12	30	46
Interval_40668	76	86	40	21	85	81	52	35	67
Interval_40698	114	196	51	33	137	116	45	49	66
Interval_40709	59	90	30	27	47	46	8	11	16
Interval_40742	104	166	45	24	97	100	64	60	83
Interval_40748	3	1	38	21	23	8	4	4	7
Interval_40752	1	4	165	117	32	23	1	5	6
Interval_40792	3	3	65	39	6	5	2	3	5
Interval_40814	3	1	44	27	8	10	1	1	0
Interval_40853	3	6	93	57	9	7	3	2	1
Interval_40870	7	4	95	52	27	16	11	13	15
Interval_40871	2	3	2	2	5	1	2	4	2
Interval_40881	13	32	5	5	14	10	5	10	9
Interval_40888	0	4	42	21	49	56	57	48	37
Interval_40889	5	7	72	44	51	52	15	14	15
Interval_40900	3	10	2	3	19	19	48	65	61
Interval_40952	16	27	80	45	19	14	5	5	3
Interval_41000	725	1031	396	244	1125	1140	507	585	696
Interval_41029	14	30	7	4	15	21	3	5	8
Interval_41068	57	84	208	119	234	164	44	45	41
Interval_41074	36	35	83	45	19	19	7	10	9
Interval_41139	196	238	5	5	116	93	48	75	80
Interval_41214	62	86	1	1	4	3	5	2	6
Interval_41241	13	17	9	6	13	12	16	11	8
Interval_41280	2	3	18	13	4	3	0	6	2
Interval_41293	6	9	235	170	52	50	4	9	4
Interval_41302	1	0	65	53	16	6	0	0	1
Interval_41324	285	382	177	93	306	351	179	221	319
Interval_41330	2	1	63	32	2	0	0	2	0
Interval_41336	91	147	3	2	3	4	1	3	2
Interval_41345	1	4	57	29	7	0	1	1	0
Interval_41352	2	8	84	47	61	64	37	50	36
Interval_41360	6	29	425	249	87	79	27	31	27
Interval_41384	134	191	54	32	13	20	0	5	5
Interval_41385	64	105	39	24	12	8	0	5	5
Interval_41390	87	114	136	78	60	49	13	24	24
Interval_41397	5	11	0	0	0	2	0	1	0
Interval_41422	414	603	175	108	457	445	171	179	197
Interval_41443	833	1023	168	102	442	410	159	161	264
Interval_41455	73	129	63	38	106	131	47	38	58
Interval_41457	243	272	23	15	55	51	14	14	22
Interval_41469	4	9	60	38	44	19	5	5	2
Interval_41485	5	9	20	12	4	7	0	1	1
Interval_41503	3	3	45	37	22	6	3	5	3
Interval_41509	5	13	103	51	100	89	102	103	91
Interval_41620	30	36	146	100	32	48	15	13	27
Interval_41718	7	7	45	21	14	14	4	4	3
Interval_41772	9	36	9	5	73	56	195	167	226
Interval_41802	4	4	128	82	8	8	4	1	0
Interval_41804	13	36	3	1	17	17	8	11	11
Interval_41810	7	17	168	84	85	97	50	33	40
Interval_41893	3	7	15	10	6	3	1	0	1
Interval_41939	26	36	1	2	0	1	2	0	1
Interval_41946	8	15	61	36	30	32	4	9	15
Interval_42009	97	132	6	6	7	7	3	6	2
Interval_42024	30	28	18	11	29	23	9	13	18
Interval_42041	752	866	470	284	1018	978	355	365	691
Interval_42076	10	21	62	43	112	102	41	61	55
Interval_42088	126	161	5	5	20	27	3	9	8
Interval_42097	11	20	4	2	1	4	3	12	11
Interval_42109	121	202	9	9	19	17	11	8	14
Interval_42110	41	49	117	81	53	46	21	21	28
Interval_42130	91	116	26	18	168	178	165	240	254
Interval_42140	18	12	3	3	8	16	10	9	12
Interval_42151	325	428	11	4	8	4	2	0	1
Interval_42182	920	1161	500	346	1214	1261	539	579	823
Interval_42185	22	36	129	75	290	263	95	105	124
Interval_42221	131	173	58	35	174	171	70	70	108
Interval_42236	89	138	7	0	13	9	4	7	12
Interval_42244	59	99	5	3	5	16	4	0	2
Interval_42247	89	146	1	3	7	13	1	4	2
Interval_42256	109	202	73	38	124	138	67	76	85
Interval_42277	3	4	31	23	23	16	1	2	5
Interval_42293	3	6	14	7	96	83	9	9	18
Interval_42298	1	2	13	8	1	1	0	0	0
Interval_42335	13	16	5	3	2	4	3	4	2
Interval_42352	267	355	3	2	5	4	2	5	2
Interval_42354	161	200	16	6	20	36	6	12	16
Interval_42399	198	285	13	8	23	33	22	29	32
Interval_42402	161	226	0	1	2	2	0	1	0
Interval_42427	9	12	96	45	7	9	1	0	2
Interval_42471	9	9	23	14	73	94	65	66	69
Interval_42480	10	19	23	8	145	177	161	152	149
Interval_42579	8	15	0	2	6	3	0	0	1
Interval_42589	0	2	34	30	41	48	9	12	18
Interval_42591	2	5	24	20	106	99	50	74	56
Interval_42625	10	2	27	21	16	12	1	0	2
Interval_42635	4	9	49	32	14	8	0	2	1
Interval_42661	936	1303	114	79	279	242	60	87	97
Interval_42699	3	9	3	2	0	3	1	0	0
