feature_id	Naive_WT_REP1	Naive_WT_REP2	D3_WT_REP1	D3_WT_REP2	D5_WT_REP1	D5_WT_REP2	D8_WT_TE_Exp2_REP1	D8_WT_TE_Exp2_REP2	D8_WT_TE_Exp2_REP3
Interval_103134	817	1035	306	184	711	797	405	438	650
Interval_103184	269	380	114	80	234	242	99	105	134
Interval_103194	327	583	116	76	258	297	145	157	217
Interval_103209	19	25	67	46	451	393	206	220	305
Interval_103265	8	7	8	5	11	3	1	1	1
Interval_103303	4	3	55	38	14	4	0	3	1
Interval_103331	22	37	9	7	22	26	10	12	28
Interval_103345	667	731	35	30	128	112	35	44	75
Interval_103358	26	24	59	38	149	153	99	116	151
Interval_103385	2	1	64	46	24	22	4	2	2
Interval_103395	2	7	38	19	2	3	1	0	0
Interval_103396	1	5	12	7	4	6	6	4	5
Interval_103402	3	11	141	67	27	18	0	2	0
Interval_103441	34	50	14	13	29	32	18	13	21
Interval_103458	165	213	142	82	72	76	20	17	35
Interval_103462	418	589	188	147	430	414	210	242	285
Interval_103475	2	5	82	50	6	1	0	1	1
Interval_103476	5	5	138	67	71	75	34	17	13
Interval_103480	4	12	81	47	16	11	4	4	1
Interval_103495	5	3	48	45	14	12	2	1	1
Interval_103550	285	513	140	95	265	278	125	130	194
Interval_103588	376	489	145	95	400	407	215	215	298
Interval_103617	2	3	75	22	3	1	1	2	2
Interval_103665	49	61	38	19	50	41	7	11	14
Interval_103666	647	863	27	24	98	93	57	67	56
Interval_103701	12	15	136	74	11	12	4	6	3
Interval_103732	24	24	47	23	16	22	2	0	4
Interval_103762	2	0	35	15	9	12	1	4	0
Interval_103769	441	619	183	115	520	539	224	293	305
Interval_103773	75	102	63	40	93	84	7	8	8
Interval_103780	4	6	47	26	7	6	0	4	4
Interval_103787	657	843	239	133	488	560	287	308	393
Interval_103796	100	118	184	119	689	754	573	636	787
Interval_103799	482	691	181	129	490	546	317	295	386
Interval_103809	503	716	150	112	368	415	274	245	308
Interval_103813	361	572	99	59	94	104	28	34	51
Interval_103884	385	580	127	73	229	324	205	212	236
Interval_103902	13	13	167	90	309	261	198	197	292
Interval_103905	0	5	63	60	64	60	27	22	22
Interval_103915	10	16	60	38	178	174	65	54	79
Interval_103933	52	64	211	160	632	605	158	153	195
Interval_103949	126	148	50	27	72	87	49	54	54
Interval_104015	1	4	1	1	1	1	1	1	0
Interval_104021	29	33	4	3	4	4	4	2	1
Interval_104033	1694	2180	565	357	1197	1220	801	851	966
Interval_104059	131	180	94	59	132	137	50	65	78
Interval_104069	2	12	63	35	59	49	14	9	19
Interval_104075	947	1241	368	235	917	986	444	501	719
Interval_104093	223	367	145	105	368	350	159	192	240
Interval_104160	3	8	2	4	5	5	0	2	3
Interval_104166	74	88	308	161	502	453	147	141	214
Interval_104205	613	799	300	162	784	829	357	377	517
Interval_104248	5	7	7	2	3	4	4	0	1
Interval_104253	8	7	82	54	6	5	0	1	1
Interval_104254	2	8	26	7	117	118	67	102	75
Interval_104279	134	183	2	2	5	10	1	3	3
Interval_104312	67	98	16	11	5	5	0	0	1
Interval_104316	536	662	81	46	128	102	13	10	18
Interval_104340	118	149	21	20	36	44	21	24	28
Interval_104381	14	22	12	7	153	167	194	197	182
Interval_104391	172	202	16	16	79	76	10	10	22
Interval_104425	6	10	73	48	34	33	19	29	45
Interval_104443	38	73	139	95	92	93	59	49	74
Interval_104485	19	26	48	36	40	36	3	5	3
Interval_104495	18	22	13	11	123	156	187	181	191
Interval_104592	20	31	19	12	107	138	220	237	319
Interval_104595	5	8	1	0	2	4	18	8	16
Interval_104601	33	62	57	32	161	176	223	218	237
Interval_104605	17	21	7	2	119	150	259	302	364
Interval_104608	37	79	20	14	269	376	404	420	507
Interval_104615	7	12	3	1	15	30	62	58	52
Interval_104621	4	4	95	61	160	170	25	53	56
Interval_104627	12	19	3	5	41	47	73	74	74
Interval_104630	257	382	117	66	242	251	182	217	233
Interval_104680	6	6	41	18	86	90	44	51	57
Interval_104687	25	18	4	6	15	10	8	6	8
Interval_104723	1	15	67	35	26	28	12	9	5
Interval_104738	81	117	210	127	127	112	18	19	28
Interval_104762	84	110	43	22	83	87	60	77	83
Interval_104890	561	773	291	180	663	749	242	258	374
Interval_104891	218	288	124	78	169	176	100	111	143
Interval_104938	18	23	6	4	10	9	1	4	11
Interval_105008	26	42	12	11	17	20	14	13	7
Interval_105054	26	16	3	5	74	67	11	26	20
Interval_105080	29	43	19	7	17	17	11	9	16
Interval_105084	20	25	194	113	341	319	66	101	109
Interval_105144	10	15	0	0	6	6	3	6	1
Interval_105172	7	27	7	3	123	124	167	164	235
Interval_105174	85	111	67	46	613	683	401	460	590
Interval_105176	174	253	41	21	129	145	108	108	171
Interval_105206	3	5	43	25	24	18	10	5	5
Interval_105221	117	169	214	112	183	140	53	53	75
Interval_105237	22	25	55	24	2	3	0	1	1
Interval_105243	90	101	7	0	9	5	2	0	0
Interval_105288	4	4	78	51	8	13	3	2	1
Interval_105404	87	124	33	18	47	39	3	4	6
Interval_105413	15	11	7	7	27	33	7	13	12
Interval_105419	20	22	1	3	6	1	2	3	2
Interval_105436	370	541	234	119	553	634	176	193	405
Interval_105456	19	31	13	6	23	16	16	14	11
Interval_105511	122	221	61	38	139	114	41	67	55
Interval_105515	167	224	28	19	37	32	10	12	13
Interval_105522	12	16	3	5	2	5	1	0	3
Interval_105527	22	25	211	142	144	118	20	31	21
Interval_105616	3	4	45	31	8	6	1	2	3
Interval_105727	1	1	0	1	4	3	0	0	3
Interval_105729	2	8	40	26	58	47	34	35	42
Interval_105743	4	12	15	8	43	55	62	77	97
Interval_105761	1	4	50	31	3	2	1	0	0
Interval_105780	25	50	81	51	10	12	1	2	2
Interval_105791	4	3	49	35	2	2	0	1	0
Interval_105798	7	14	75	38	58	48	40	62	52
Interval_105825	606	851	260	166	614	718	345	421	598
Interval_105832	224	283	129	90	234	260	134	127	162
Interval_105858	998	1152	285	216	822	876	440	484	574
Interval_105867	219	335	145	71	153	186	58	72	95
Interval_105885	548	719	225	125	539	595	250	274	401
Interval_105934	12	34	69	63	51	58	10	14	11
Interval_105952	22	28	4	6	10	13	9	3	6
Interval_106005	1639	2042	633	363	1708	1600	968	1051	1299
Interval_106020	720	1001	275	173	700	728	375	429	517
Interval_106069	22	30	2	7	24	21	13	25	12
Interval_106078	698	1009	298	193	856	866	467	517	640
Interval_106080	27	44	214	140	579	525	211	251	280
Interval_106104	22	35	7	6	34	27	11	8	19
Interval_106109	104	140	380	272	1076	1001	618	652	818
Interval_106132	49	70	27	19	30	46	22	21	30
Interval_106135	85	150	18	12	48	29	24	27	31
Interval_106219	307	524	173	104	362	376	170	182	247
Interval_106240	157	243	106	47	185	195	109	120	152
Interval_106241	141	186	22	18	33	32	5	6	5
Interval_106247	166	245	90	47	112	117	81	84	103
Interval_106248	4	11	10	9	1	1	2	4	5
Interval_106307	14	21	12	5	22	20	8	11	12
Interval_106312	568	793	392	248	847	929	307	337	433
Interval_106348	17	30	102	46	106	64	27	29	38
Interval_106358	791	1013	306	172	690	676	318	364	589
Interval_106381	12	14	13	8	11	19	3	3	3
Interval_106399	1	6	2	3	1	4	0	1	2
Interval_106407	255	403	116	68	249	254	119	105	171
Interval_106457	50	43	252	137	416	484	218	221	274
Interval_106470	296	408	177	118	362	380	250	249	287
Interval_106473	176	242	100	56	274	234	99	111	139
Interval_106487	307	433	104	53	223	229	157	169	200
Interval_106551	211	298	96	62	277	282	147	144	170
Interval_106564	2	7	108	65	25	18	11	9	7
Interval_106638	737	1004	312	201	711	725	289	339	404
Interval_106674	0	2	5	5	2	0	1	0	3
Interval_106700	762	1040	300	164	725	827	427	433	547
Interval_106727	45	70	23	13	44	77	52	51	52
Interval_106755	18	33	50	28	158	154	46	51	57
Interval_106763	252	362	89	47	249	244	141	148	182
Interval_106796	775	1061	275	164	769	818	376	422	493
Interval_106804	349	500	78	36	369	414	290	277	310
Interval_106805	1	5	4	8	57	56	38	39	33
Interval_106821	132	191	70	47	132	121	21	23	36
Interval_106826	1024	1108	307	210	929	899	460	520	590
Interval_106859	43	41	13	10	20	29	14	18	27
Interval_106874	797	1080	398	230	795	882	421	427	590
Interval_106886	1339	1690	455	271	1156	1174	659	708	904
Interval_106899	21	62	10	12	32	32	10	9	16
Interval_106911	202	292	110	67	183	192	113	90	129
Interval_106925	69	106	24	18	44	72	33	30	45
Interval_106959	274	341	13	10	284	344	309	324	375
Interval_106971	584	813	274	144	722	739	362	383	570
Interval_107048	47	58	22	8	15	22	4	7	1
Interval_107095	25	38	11	4	24	21	18	16	23
Interval_107143	45	61	2	5	93	87	114	110	139
Interval_107174	844	1212	291	175	769	823	333	418	455
Interval_107177	746	937	360	233	775	841	465	517	723
Interval_107180	95	137	81	46	189	191	99	113	126
Interval_107184	206	322	78	46	178	184	106	114	120
Interval_107275	196	220	73	53	168	148	79	80	114
Interval_107346	5	6	3	3	3	1	0	0	2
Interval_107360	95	122	17	10	81	109	193	198	206
Interval_107376	3	8	129	81	50	28	5	7	5
Interval_107418	24	37	15	11	71	100	134	139	188
Interval_107429	266	371	90	68	174	220	152	140	184
Interval_107454	2	1	4	0	2	1	0	0	0
Interval_107473	219	319	50	39	313	293	322	385	408
Interval_107494	10	19	164	88	100	115	92	81	84
Interval_107511	689	876	146	86	458	478	250	249	343
Interval_107555	384	508	416	286	1709	1761	1010	1122	1421
Interval_107598	28	17	25	22	19	31	2	3	3
Interval_107642	9	10	3	7	10	11	2	3	3
Interval_107673	137	175	12	4	36	59	130	154	173
Interval_107700	25	29	15	5	15	25	16	11	12
Interval_107705	914	1329	268	168	637	709	458	503	548
Interval_107712	15	19	6	4	14	15	11	12	5
Interval_107744	11	35	15	10	27	30	19	15	14
Interval_107791	1081	1384	382	232	909	941	524	542	736
Interval_107846	283	405	91	74	238	246	107	108	155
Interval_107854	22	75	352	230	1086	1057	302	354	436
Interval_107859	9	11	40	22	33	24	3	1	5
Interval_107881	393	511	180	108	547	526	267	304	366
Interval_107892	390	553	139	90	377	390	176	215	243
Interval_107895	27	46	14	6	22	30	21	18	23
Interval_107973	12	15	104	76	6	8	1	0	2
Interval_108001	4	9	57	33	2	4	0	1	1
Interval_108027	39	56	22	21	226	229	304	303	376
Interval_108028	137	193	127	89	464	485	256	270	347
Interval_108035	38	56	23	25	45	45	37	35	45
Interval_108057	12	46	6	3	2	4	0	0	0
Interval_108089	6	5	54	41	47	46	15	10	11
Interval_108117	5	11	80	44	57	56	22	17	23
Interval_108153	406	505	37	21	71	72	4	8	10
Interval_108183	473	621	240	153	141	144	51	53	57
Interval_108326	183	263	52	35	218	246	173	203	220
Interval_108332	17	23	67	45	59	35	4	9	14
Interval_108389	7	10	8	7	52	38	41	50	71
Interval_108463	18	6	62	33	32	53	32	43	57
Interval_108465	103	188	299	168	341	292	336	377	523
Interval_108476	62	104	9	4	85	73	88	103	148
Interval_108478	18	27	75	52	90	102	31	31	45
Interval_108490	2	2	7	3	38	57	41	62	66
Interval_108495	8	10	6	10	208	186	211	243	258
Interval_108510	1	2	31	15	27	14	9	13	8
Interval_108515	5	6	16	16	39	33	69	61	49
Interval_108553	3	7	25	11	6	3	1	2	3
Interval_108574	73	119	29	14	254	242	209	240	279
Interval_108618	138	193	6	4	5	5	2	5	0
Interval_108631	116	162	8	5	7	16	2	3	2
Interval_108641	555	706	45	39	40	63	14	12	19
Interval_108649	435	485	94	55	539	500	194	226	297
Interval_108671	156	257	91	36	101	129	44	50	57
Interval_108687	2	4	3	0	2	0	0	0	0
Interval_108732	2	1	62	26	17	12	2	1	2
Interval_108735	12	11	57	37	72	89	40	59	42
Interval_108817	195	238	36	18	53	54	12	13	27
Interval_108887	122	136	4	2	185	187	214	187	267
Interval_108909	77	124	35	14	81	95	35	40	68
Interval_108933	79	102	1	2	0	0	0	1	0
Interval_108956	320	342	19	8	33	28	10	7	6
Interval_108988	7	17	32	20	8	9	1	0	2
Interval_108989	56	80	66	49	30	23	6	5	15
Interval_108999	38	71	307	168	676	629	346	399	466
Interval_109011	23	32	10	5	14	24	7	9	6
Interval_109021	11	27	14	6	28	26	12	12	30
Interval_109047	34	50	120	54	304	265	128	172	173
Interval_109146	3	5	99	67	83	56	5	11	7
Interval_109153	787	931	49	27	73	77	23	17	30
Interval_109193	39	60	12	19	15	27	4	5	7
Interval_109194	30	29	25	10	21	25	17	10	14
Interval_109265	2	5	42	18	19	22	7	12	6
Interval_109270	422	628	163	91	433	430	162	175	231
Interval_109271	574	773	181	116	418	406	198	224	286
Interval_109285	335	436	114	84	335	353	159	174	231
Interval_109384	7	8	33	25	7	11	1	6	2
Interval_109419	514	742	157	119	485	463	242	209	310
Interval_109524	58	88	14	6	16	28	22	22	36
Interval_109526	6	11	6	2	10	12	8	9	13
Interval_109535	22	43	35	18	5	7	1	1	1
Interval_109566	25	29	16	6	17	24	10	5	10
Interval_109569	24	32	5	8	34	34	22	28	18
Interval_109622	1	2	71	43	4	0	0	0	0
Interval_109696	74	85	13	7	25	24	33	29	20
Interval_109715	5	8	53	39	20	23	0	4	1
Interval_109723	8	14	48	33	25	26	19	12	13
Interval_109749	668	912	248	151	560	564	367	310	404
Interval_109769	52	100	206	107	416	389	154	153	171
Interval_109780	31	68	14	8	101	115	92	100	150
Interval_109815	3	10	11	7	13	19	13	11	14
Interval_109908	1	0	21	20	1	4	0	0	0
Interval_109922	56	72	19	9	61	44	22	33	30
Interval_109952	9	20	12	7	1	3	0	0	1
Interval_109957	524	703	192	123	442	420	203	218	272
Interval_109959	2	5	104	48	25	23	24	26	30
Interval_110065	737	915	269	183	708	698	285	331	545
Interval_110071	25	52	18	10	34	34	11	9	14
Interval_110146	7	12	55	41	65	62	11	17	18
Interval_110157	6	5	36	28	19	16	3	6	5
Interval_110207	6	16	342	203	254	198	16	16	10
Interval_110209	245	291	99	63	194	192	154	142	171
Interval_110224	6	7	5	5	14	18	62	56	66
Interval_110238	1	6	51	25	3	3	1	0	2
Interval_110240	629	878	300	198	712	736	342	332	417
Interval_110241	369	484	198	97	407	385	185	188	270
Interval_110244	27	34	11	8	13	12	5	5	2
Interval_110254	2	5	12	12	3	3	3	5	2
Interval_110281	115	135	42	25	30	23	12	14	11
Interval_110295	9	11	0	1	0	1	1	0	0
Interval_110318	41	60	70	36	217	202	223	223	244
Interval_110320	47	70	29	14	61	66	34	46	38
Interval_110347	34	44	40	31	15	11	1	3	3
Interval_110378	53	72	457	232	269	261	30	28	40
Interval_110437	151	203	17	8	270	265	214	234	246
Interval_110482	3	3	4	2	2	4	1	2	0
Interval_110487	808	1184	270	177	726	761	407	481	551
Interval_110493	6	7	1	5	5	1	1	1	0
Interval_110545	454	609	179	124	483	516	285	285	390
Interval_110663	44	56	20	11	34	24	5	9	12
Interval_110690	231	289	110	80	247	216	136	171	223
Interval_110725	75	103	30	19	200	203	204	246	264
Interval_110753	281	378	150	92	219	187	119	132	151
Interval_110840	9	13	26	30	9	13	0	2	2
Interval_110909	1621	2027	595	386	1448	1461	990	1090	1281
Interval_110918	1006	1287	538	308	1185	1332	593	578	855
Interval_110923	35	62	105	60	48	45	18	26	11
Interval_110943	49	73	16	11	33	45	23	25	33
Interval_110960	88	161	35	18	13	19	1	3	3
Interval_110970	15	14	67	35	20	32	7	6	13
Interval_110984	230	327	51	24	390	419	324	320	394
Interval_110992	21	30	9	4	10	12	10	6	4
Interval_111010	1	4	4	3	7	10	8	7	3
Interval_111042	4	14	50	26	102	91	28	28	33
Interval_111045	5	4	6	4	19	18	8	9	11
Interval_111047	59	75	30	21	55	71	29	34	42
Interval_111048	72	97	30	13	51	58	32	31	48
Interval_111051	64	84	52	40	232	261	235	280	271
Interval_111098	17	36	4	0	2	4	3	3	0
Interval_111176	73	120	13	6	9	15	3	0	4
Interval_111285	7	9	14	11	1	10	1	1	3
Interval_111292	3	12	176	126	75	74	4	4	3
Interval_111372	22	36	267	157	95	119	34	52	39
Interval_111374	48	63	40	16	96	101	114	114	96
Interval_111496	462	665	182	113	363	446	193	210	340
Interval_111504	5	2	2	0	2	2	0	0	0
Interval_111556	17	17	12	4	19	19	3	6	13
Interval_111558	1007	1405	356	240	760	903	530	616	791
Interval_111595	11	12	29	26	13	13	2	3	3
Interval_111637	42	71	146	91	75	64	25	24	31
Interval_111649	3	3	153	97	17	10	3	3	4
Interval_111659	30	55	16	7	40	41	21	18	49
Interval_111678	2	2	32	13	5	10	6	2	6
Interval_111689	7	19	100	63	20	16	6	10	5
Interval_111708	11	28	10	5	14	12	9	4	5
Interval_111716	2	1	59	36	2	5	0	0	1
Interval_111718	186	281	114	66	122	125	110	109	155
Interval_111738	14	17	19	9	149	191	175	183	204
Interval_111743	8	7	12	3	11	12	3	5	11
Interval_111755	825	1078	253	183	758	823	412	448	588
Interval_111758	4	12	1	0	25	33	111	124	153
Interval_111791	12	14	6	9	108	85	74	82	89
Interval_111809	469	685	174	111	462	463	212	215	267
Interval_111831	60	109	22	15	76	67	33	29	51
Interval_111850	6	10	2	3	3	2	0	1	0
Interval_111859	24	42	52	31	260	289	255	298	385
Interval_111909	459	590	232	163	491	582	314	318	395
Interval_111911	962	1208	354	240	817	848	541	576	676
Interval_111934	37	89	19	12	31	39	17	23	14
Interval_111941	26	31	12	8	26	23	12	10	7
Interval_111946	1	0	38	25	26	13	5	18	6
Interval_111947	9	6	91	68	89	73	18	17	24
Interval_111948	2	4	62	27	99	85	39	38	35
Interval_111955	5	5	194	131	170	130	7	7	13
Interval_111958	22	27	62	29	82	74	19	16	25
Interval_111987	622	904	241	125	618	667	341	358	515
Interval_112000	671	941	238	144	569	657	288	341	388
Interval_112016	4	14	62	33	52	44	1	8	4
Interval_112059	9	13	42	22	77	76	88	87	109
Interval_112071	582	831	249	113	431	495	226	234	298
Interval_112073	520	661	276	170	629	644	382	409	510
Interval_112076	185	286	238	141	734	754	395	398	575
Interval_112106	465	650	190	125	537	579	264	263	378
Interval_112115	926	1160	381	261	952	1011	547	612	758
Interval_112123	9	13	121	85	21	17	2	7	8
Interval_112140	68	90	4	8	12	13	3	2	1
Interval_112147	3	10	121	67	4	5	1	0	0
Interval_112233	4	5	63	49	99	99	27	29	42
Interval_112253	15	14	8	5	12	15	5	8	8
Interval_112271	199	256	5	3	13	14	2	0	2
Interval_112287	26	41	10	7	22	30	23	9	18
Interval_112292	2	7	207	130	220	186	125	96	109
Interval_112300	17	21	91	57	100	90	35	27	27
Interval_112319	3	9	2	2	16	14	3	0	0
Interval_112332	73	127	41	15	4	5	0	0	2
Interval_112381	134	210	14	5	9	10	1	0	2
Interval_112384	27	37	3	4	4	8	6	3	2
Interval_112395	492	735	168	103	398	447	191	216	280
Interval_112450	360	464	113	85	286	328	158	159	242
Interval_112493	278	468	149	80	337	355	213	211	298
Interval_112502	444	661	157	106	357	417	151	186	261
Interval_112505	18	15	14	5	11	7	5	3	6
Interval_112508	762	999	275	156	782	822	408	413	648
Interval_112531	1	2	87	45	45	56	11	14	11
Interval_112560	3	3	85	59	17	15	12	6	7
Interval_112566	9	17	64	26	37	27	10	14	24
Interval_112590	2	2	1	1	1	5	0	0	0
Interval_112591	685	997	224	163	569	638	356	376	445
Interval_112631	3	7	3	3	39	45	40	42	61
Interval_112633	165	221	73	57	158	176	92	81	123
Interval_112688	160	200	59	35	112	132	62	55	72
Interval_112743	13	36	55	45	166	152	47	70	65
Interval_112752	16	17	47	36	159	144	41	48	86
Interval_112759	18	31	58	44	279	244	111	116	112
Interval_112778	100	173	81	44	165	165	63	92	90
Interval_112791	64	68	14	2	44	47	12	11	13
Interval_112810	13	12	187	120	41	39	6	5	9
Interval_112822	43	69	254	132	429	426	331	336	359
Interval_112835	1	3	3	0	4	4	2	1	0
Interval_112848	942	1314	431	279	1207	1182	535	572	806
Interval_112865	35	53	17	7	22	19	16	17	19
Interval_112874	13	19	83	47	46	60	12	12	22
Interval_112900	177	293	103	61	236	276	153	149	177
Interval_112907	340	397	142	83	305	322	150	140	155
Interval_112912	167	246	210	94	184	194	76	84	111
Interval_112916	869	1059	414	220	1048	1070	504	518	750
Interval_112948	484	694	225	132	568	606	255	279	336
Interval_112962	35	54	28	17	65	65	30	34	46
Interval_112964	409	594	261	170	524	582	295	335	394
Interval_112968	73	79	34	10	59	58	39	39	44
Interval_112999	5	6	2	0	1	2	2	1	0
Interval_113005	17	18	11	11	13	26	7	5	3
Interval_113019	0	3	78	38	4	4	0	1	2
Interval_113027	18	27	4	3	9	16	4	6	5
Interval_113032	33	64	17	4	24	46	13	23	39
Interval_113085	57	62	0	1	1	2	0	0	0
Interval_113098	598	788	256	161	728	744	418	453	575
Interval_113106	175	228	66	49	64	42	6	7	6
Interval_113108	53	70	26	10	43	47	25	29	26
Interval_113154	317	459	127	84	286	269	177	169	211
Interval_113174	476	691	214	121	593	599	305	331	428
Interval_113222	4	4	109	67	68	67	19	22	24
Interval_113235	30	56	28	20	10	7	1	2	0
Interval_113257	23	45	19	7	41	39	23	16	22
Interval_113260	366	498	133	73	309	332	172	198	230
Interval_113273	41	95	5	7	3	0	0	0	4
Interval_113296	61	67	22	16	32	39	29	41	47
Interval_113319	181	347	91	56	168	179	67	78	80
Interval_113502	108	140	481	273	409	396	115	130	119
Interval_113517	41	28	17	11	21	32	6	6	16
Interval_113518	660	804	291	176	657	634	287	338	381
Interval_113519	2080	2536	673	467	1847	1900	1117	1215	1668
Interval_113541	593	754	204	127	558	591	226	275	400
Interval_113542	3	2	1	1	5	2	0	0	0
Interval_113584	52	75	69	49	79	85	12	8	15
Interval_113607	677	831	356	241	657	718	403	489	521
Interval_113624	0	5	73	56	13	4	0	2	0
Interval_113627	39	55	15	12	23	32	13	10	23
Interval_113642	17	22	6	2	19	12	6	9	23
Interval_113679	6	5	3	2	16	16	2	7	7
Interval_113706	166	237	10	3	9	7	1	7	7
Interval_113744	91	107	7	4	12	15	1	4	2
Interval_113762	3	7	6	4	34	49	141	143	163
Interval_113806	98	134	36	18	61	71	41	51	69
Interval_113926	45	66	28	20	40	39	17	19	19
Interval_114096	11	7	4	0	7	8	4	1	2
Interval_114097	728	975	257	163	543	540	260	295	394
Interval_114105	149	174	2	5	2	2	0	0	2
Interval_114137	10	18	5	6	22	21	3	13	7
Interval_114153	13	14	67	43	41	34	6	4	9
Interval_114166	95	143	41	21	64	77	52	50	57
Interval_114190	61	98	7	4	5	9	0	2	2
Interval_114218	219	317	11	11	13	15	6	8	17
Interval_114219	762	922	40	32	201	187	106	115	146
Interval_114229	48	69	79	65	157	188	180	188	281
Interval_114302	3	7	84	43	7	5	1	2	1
Interval_114306	1	5	52	31	5	12	1	3	2
Interval_114345	303	486	143	76	288	289	108	123	185
Interval_114363	73	113	4	2	6	6	0	5	1
Interval_114376	121	185	49	33	22	39	1	11	5
Interval_114407	2	6	47	33	3	3	1	1	1
Interval_114410	0	2	70	30	26	18	2	4	1
Interval_114426	22	31	78	49	219	229	181	155	180
Interval_114431	13	12	70	46	98	155	44	61	57
Interval_114463	17	16	139	83	32	18	1	0	1
Interval_114504	113	133	18	11	36	50	27	27	33
Interval_114522	2	1	59	29	4	7	0	1	1
Interval_114555	4	2	100	35	2	2	0	3	2
Interval_114558	5	11	128	69	60	54	5	10	4
Interval_114571	8	20	44	25	111	109	38	34	21
Interval_114575	38	49	479	331	511	447	61	72	59
Interval_114591	14	30	421	263	402	330	58	89	67
Interval_114593	1	1	104	55	40	25	1	4	6
Interval_114595	5	16	50	30	19	23	2	2	2
Interval_114607	2	9	2	0	0	2	0	1	0
Interval_114614	25	45	3	4	5	4	2	4	2
Interval_114687	167	231	12	1	65	53	66	79	101
Interval_114691	357	444	8	15	20	25	3	1	5
Interval_114717	316	362	162	109	75	72	16	26	24
Interval_114727	19	18	2	3	0	2	1	1	3
Interval_114737	18	22	20	13	10	10	1	2	1
Interval_114833	19	27	10	2	20	17	7	7	6
Interval_114842	54	78	6	10	10	15	5	8	12
Interval_114891	201	242	19	7	14	13	2	4	2
Interval_114898	4	4	144	80	57	41	17	19	22
Interval_114906	8	30	76	42	65	76	25	19	30
Interval_114943	10	15	121	77	115	138	50	55	52
Interval_115028	16	25	9	2	16	22	11	15	14
Interval_115095	0	0	3	4	2	4	1	1	3
Interval_115107	24	46	12	7	26	34	18	26	29
Interval_115113	28	45	84	50	75	40	9	14	8
Interval_115123	14	23	71	43	144	135	38	51	75
Interval_115127	24	30	281	162	335	356	211	200	215
Interval_115140	1	1	53	36	4	5	2	1	2
Interval_115208	37	64	61	40	37	39	10	6	10
Interval_115226	17	24	3	2	22	22	45	42	62
Interval_115229	48	63	256	165	95	75	11	14	24
Interval_115230	4	6	3	4	2	0	1	0	3
Interval_115250	110	132	30	22	83	90	36	57	41
Interval_115251	406	567	162	99	310	346	172	160	210
Interval_115323	2	4	82	35	18	5	1	2	2
Interval_115324	2	3	44	33	9	8	1	4	5
Interval_115359	300	440	153	93	266	235	111	113	143
Interval_115371	880	1118	367	234	774	773	403	411	522
Interval_115393	48	87	22	12	221	217	142	147	201
Interval_115434	305	478	148	79	352	364	124	132	167
Interval_115458	287	350	98	65	223	270	120	142	201
Interval_115495	500	663	232	138	448	487	203	194	263
Interval_115506	474	573	167	117	498	494	253	261	360
Interval_115523	14	28	12	6	29	26	18	18	18
Interval_115532	71	107	35	15	59	52	44	25	50
Interval_115553	13	42	111	62	112	83	17	24	15
Interval_115563	1697	2122	662	467	1843	1788	809	898	1185
Interval_115593	1321	1684	434	282	1149	1210	701	792	975
Interval_115624	14	19	10	6	14	10	7	3	9
Interval_115647	376	642	175	109	367	368	197	226	257
Interval_115667	65	93	99	63	359	368	244	280	315
Interval_115688	34	70	31	14	30	39	14	17	27
Interval_115717	779	896	299	177	769	753	402	425	574
Interval_115731	16	33	6	6	16	23	11	11	8
Interval_115768	516	662	34	28	126	128	37	42	39
Interval_115771	19	40	174	95	100	91	12	9	11
Interval_115773	179	246	70	45	231	221	122	142	155
Interval_115776	249	326	32	17	64	72	21	19	22
Interval_115804	1200	1404	367	241	1000	1002	494	533	706
Interval_115870	15	17	25	11	25	12	5	7	8
Interval_115933	313	447	124	66	305	297	120	159	216
Interval_115983	5	3	71	44	8	12	1	0	0
Interval_116000	6	5	157	117	19	25	2	1	2
Interval_116001	1	3	60	46	28	26	7	4	9
Interval_116030	18	22	291	163	174	149	22	38	45
Interval_116033	726	1124	230	126	569	519	334	330	372
Interval_116055	12	15	149	95	281	258	61	57	86
Interval_116063	16	27	47	28	16	12	6	4	4
Interval_116069	28	47	11	5	18	21	12	11	12
Interval_116137	360	453	9	4	10	21	4	3	0
Interval_116138	52	103	41	28	8	7	2	3	0
Interval_116158	2	9	213	125	49	54	16	11	18
Interval_116188	66	93	80	40	52	53	11	7	8
Interval_116207	5	8	26	33	31	29	3	5	4
Interval_116227	147	206	35	32	61	72	36	44	67
Interval_116234	568	850	287	200	646	684	305	371	439
Interval_116247	105	117	5	4	33	26	11	16	19
Interval_116256	3	1	0	1	2	2	2	1	3
Interval_116260	65	124	29	27	22	24	6	6	12
Interval_116282	44	56	36	19	54	36	24	31	27
Interval_116411	489	663	206	140	502	549	274	293	330
Interval_116412	203	377	148	76	265	217	100	99	152
Interval_116458	576	759	208	115	621	603	253	267	514
Interval_116480	847	966	6	6	11	10	12	6	7
Interval_116496	1	4	43	30	34	24	7	7	5
Interval_116532	366	557	36	28	59	53	45	47	47
Interval_116549	41	61	18	15	30	33	11	21	26
Interval_116558	3	8	2	5	23	36	55	41	95
Interval_116566	32	53	52	35	444	380	208	252	276
Interval_116652	37	70	92	60	613	562	521	547	648
Interval_116667	44	48	24	14	44	36	25	27	37
Interval_116675	7	11	6	4	103	101	136	167	175
Interval_116719	36	77	204	114	313	300	245	294	361
Interval_116720	29	53	32	16	46	57	204	200	214
